Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT5G35200,35049.64409197095,6.099341870588659,0.2105230355296858,28.972174363745662,1.475354638516018e-184,1.6602398697953148e-181
AT5G20730,1209.508599696388,3.074781031958022,0.10684992388578946,28.77636289467799,4.239335528448802e-182,4.532061646688191e-179
AT4G23150,2946.653979669933,8.181405627014968,0.28520119162719204,28.66472616399607,1.0506212823604084e-180,1.0696825541975186e-177
AT5G15870,1319.9505479508157,5.479226986792589,0.19153528221276786,28.603784602223826,6.028637582767551e-180,5.859013643506955e-177
AT5G67340,1812.1590110823151,6.541776362920801,0.2298151069261961,28.456935745792403,3.9993673029597675e-178,3.717846621938382e-175
AT4G00700,2452.1124450467946,8.061479725102277,0.28438412791476875,28.32065187622971,1.9245447613771283e-176,1.7145288142918493e-173
AT5G38900,2893.1011795229706,8.220200956683598,0.29045959996469317,28.275752258966733,6.867846660029714e-176,5.873657177523813e-173
AT3G63380,1496.8740028145687,7.203417973913365,0.25506887717545784,28.225259531464474,2.864785532195957e-175,2.355845363995452e-172
AT1G26390,5332.406842553988,9.389226292043706,0.33486896687569045,28.01532661867153,1.0571324911318049e-172,8.371314738107082e-170
AT2G04430,608.61318315737,4.805391700989142,0.17188972136278055,27.95017557799515,6.559981281523278e-172,5.009248563580329e-169
AT5G61010,2932.7354619274874,4.29201320882548,0.15414960056134797,27.842597315728028,1.3240680442406335e-170,9.762034087554823e-168
AT2G16900,1740.6919497579931,5.249369157253272,0.18930399708161635,27.727954007131054,3.2143820120961636e-169,2.290890060020936e-166
AT4G14630,2560.184096743417,10.733976067790072,0.3880308853951244,27.49379845939518,2.082518938372413e-166,1.4363334652045344e-163
AT5G09290,563.7086211066769,7.8943641385917225,0.2859199577556882,27.460199018987176,5.248852983955285e-166,3.507053926560874e-163
AT3G13380,1194.9061276112704,6.137779812080062,0.22430768083141298,27.356296537577425,9.088322377060216e-165,5.888406689209832e-162
AT3G10380,1427.1210410486185,2.4651581052521956,0.09026485791038238,27.31018310955006,3.2107906812569722e-164,2.0191151634104507e-161
AT1G74590,1733.9342878008738,6.684516148425713,0.24607031956904157,27.1550176506045,2.2091073292279695e-162,1.3495121087492347e-159
AT3G10500,701.4379013578637,4.2149959682531435,0.1555458910794133,27.095756854693278,1.1047888784856425e-161,6.561525280805978e-159
AT5G58940,897.0902245372728,5.0314338065218305,0.1858991083757418,27.059883865075502,2.9222031839959017e-161,1.6886385480274697e-158
AT1G66880,3850.257258731104,5.5115686584506305,0.20424707097477654,26.983637213807878,2.2999456856986996e-160,1.294082597524313e-157
AT4G16260,11390.656590540413,9.909822184634358,0.36805478678225273,26.91201357380897,1.5889165268753658e-159,8.710929297723641e-157
AT3G25610,3066.9037888227977,6.409253718938585,0.23930091818592464,26.780284851910217,5.4836419691905174e-158,2.9311437235815613e-155
AT2G42950,231.7777995217934,3.1974911918320377,0.11970725365878675,26.70762261133041,3.838836771654207e-157,2.0019065613350877e-154
AT2G43000,872.3428950573716,8.033558037702692,0.30349959498287576,26.396891989161816,1.4875020382511378e-153,7.572447876154185e-151
AT1G66700,1117.9918777344876,9.178287609370283,0.3458018867725088,26.382451105585627,2.1787123998303966e-153,1.0833267400179933e-150
AT3G13950,2320.9973167400062,8.572512014032796,0.32537316570876357,26.290975542702554,2.4321557706012662e-152,1.1818618757096745e-149
AT1G74360,1683.5784324631368,6.712670728280848,0.25543203575316176,26.27118365226163,4.0946497424190525e-152,1.9455045809480392e-149
AT3G26230,1025.9729392176464,4.7893444369023515,0.1825170654580503,26.237548152199164,9.914886905445835e-152,4.608482541855161e-149
AT5G25910,334.2384156643947,7.300685469801698,0.27733973685025265,26.196421048983208,2.9190116486395074e-151,1.3279018736076873e-148
AT2G30750,871.6178911408293,6.9913080285059985,0.2671870992109308,26.135747165757266,1.431281212987064e-150,6.375463253099254e-148
AT5G53110,972.1909485862589,8.224966386333827,0.31399275238223257,26.117428813249415,2.311427141256595e-150,1.0085841572899441e-147
AT5G48400,1000.5453845038236,7.553891190131786,0.28880055248354763,26.106923443279317,3.042210411291477e-150,1.3009100160764612e-147
AT2G20560,539.2714384545471,5.176386185835032,0.198360042459638,26.088780566944273,4.887923747337072e-150,2.049190149839489e-147
AT4G04500,1193.2351533566746,8.186631868133864,0.3138802281814195,26.014697889581242,3.377043014429716e-149,1.388549167144649e-146
AT2G36580,2890.2734684798656,4.833328653497201,0.18627806908168673,25.946141043986476,2.010095072379366e-148,8.109026932555326e-146
AT5G60280,368.2494354736518,4.5456739864858156,0.17743241072451318,25.611518740268618,1.135365932243349e-144,4.495418332832416e-142
AT2G39210,5206.309976185053,6.634261439230254,0.2593620576300173,25.576763858016886,2.767183960477881e-144,1.075730186526865e-141
AT2G17760,1094.7688595166665,3.5863183255241418,0.14031533036535532,25.558365376565458,4.4324477154453646e-144,1.6923243679274526e-141
AT4G11670,389.39876772484587,3.4300551461767186,0.1345158263209802,25.4978129626095,2.084479244965436e-143,7.818991357299296e-141
AT1G67800,1213.5707518120655,3.7102067755394925,0.14596479943768245,25.417863880625443,1.6006273006464818e-142,5.90051936467628e-140
AT2G20320,489.1317264790623,3.2575633264163395,0.12829778141256767,25.389623774975032,3.283494519846512e-142,1.1899050225226825e-139
AT2G35980,4566.290970396726,10.275141076054618,0.4042080993571242,25.36993976783051,5.4154568913131e-142,1.9297980632194234e-139
AT1G65690,2504.8687609255435,8.22248946458265,0.3238448517745248,25.366225512237616,5.951401617794959e-142,2.086015049017607e-139
AT1G19480,2110.0822987185866,4.763962811038388,0.18840738634700452,25.284789763737717,4.695708238579202e-141,1.619337707242934e-138
AT1G30900,2043.8122444507646,6.736706071227211,0.26685907588718083,25.236379452022128,1.598150638673943e-140,5.423818858013902e-138
AT3G01420,8196.321365273408,9.853453892541037,0.39195558186190765,25.119007600852573,3.0834887565361142e-139,1.0301261422421666e-136
AT4G04490,1829.1075391615736,7.052366980413903,0.28085975958135206,25.09938245627298,5.051132036732122e-139,1.6615116011903e-136
AT2G29120,1246.931712166945,4.603841966221528,0.18352000797411341,25.084380481583484,7.364242194909416e-139,2.3856797328690638e-136
AT1G69810,281.745012609632,6.872854172664305,0.2734846524488767,25.05387471059814,1.5841011493702652e-138,5.055174130550095e-136
AT1G51270,466.44953918667113,5.6035768463468285,0.22457759374131503,24.941322519690775,2.6523731765521694e-137,8.339763365862049e-135
AT1G32940,1352.4259219981177,5.228858910911076,0.21021434304452238,24.87122203392702,1.524424620555086e-136,4.723727943780912e-134
AT4G23700,1515.9742895762606,8.603863165139918,0.34532170772570625,24.865925557762846,1.7394085552182413e-136,5.312899188445888e-134
AT4G03450,1203.9687322000452,6.527682534285122,0.26290504957395716,24.815411211170193,6.112783741124822e-136,1.840808861535068e-133
AT2G14610,37292.4452667898,7.1272632324699385,0.2886283921306898,24.692465659128647,1.288590969992221e-134,3.8265782679727326e-132
AT5G10520,410.43907210630533,7.525203440306696,0.3052326313751438,24.590373659178262,1.6012517184023262e-133,4.689912738515087e-131
AT2G31865,1843.6057863542114,5.813074339667756,0.23694016042971386,24.530653123319595,6.958585635326129e-133,2.0105610739041617e-130
AT1G30755,727.2763761562691,4.575297325400338,0.18658350623761596,24.518954974978822,9.275221184930284e-133,2.644180055399925e-130
AT3G13870,2111.509629761317,2.7653713255072896,0.11293254901169975,24.486847079956753,2.039702530382992e-132,5.73827365817352e-130
AT1G01340,1472.6817780750152,6.165773992939872,0.2523690730000787,24.426786537073543,8.883017521910905e-132,2.4665947744932087e-129
AT1G26420,1090.7211524867134,7.851936108370039,0.3228110013531533,24.283248749543276,2.946772029554782e-130,8.077555482552667e-128
AT2G04100,955.4692229097635,7.178615676257145,0.2962610433001593,24.21004658901354,1.743755510936087e-129,4.719397035357529e-127
AT5G13080,1093.059053549466,8.336512179516708,0.3440751963795569,24.137581349592235,1.0082385067458542e-128,2.6946434390916385e-126
AT1G09932,7966.858261622098,9.22534704594042,0.38253507376726503,24.106255704962752,2.1492815330421453e-128,5.673307217033841e-126
AT5G66690,1647.562701946225,10.773175079537397,0.44307583737598943,24.043296762800736,9.810588442339343e-128,2.55805111567875e-125
AT2G30550,9082.095455659302,6.640319941999451,0.2766638035106537,24.000461679164218,2.7500893741837742e-127,6.9999596320742e-125
AT4G18250,640.6761749706673,6.958563294981105,0.2895232138562885,24.000949920201183,2.7179964472608948e-127,6.9999596320742e-125
AT2G30140,2307.964100444267,4.969841260603582,0.20751765239280653,23.947492983618158,9.812975302429355e-127,2.468367352249906e-124
AT5G63930,275.83786876525926,3.657349020762706,0.15299806947120737,23.901990403957477,2.9202032188493993e-126,7.2601005839789544e-124
AT2G45220,7082.488222710991,8.665206686688444,0.3626554794152903,23.884330601756407,4.4563865461899725e-126,1.0951954108515839e-123
AT1G66960,1130.8701168647237,9.743385700050071,0.4070239970391326,23.772578173350382,6.419333536313795e-125,1.5596792084082413e-122
AT3G12220,209.23906519188884,5.9671817839831505,0.25056796892701533,23.75790155526925,9.104083504969558e-125,2.1871281957275742e-122
AT5G46500,428.73506429304996,5.414252923627756,0.22794988298874325,23.741065740548322,1.358914559835176e-124,3.228328022648433e-122
AT4G23470,4787.635082691719,3.8000395167687544,0.1602064513410494,23.719478230385093,2.270205263585897e-124,5.333984477003303e-122
AT3G06860,1390.9201370348144,2.9415019405961553,0.12419640348698914,23.684082081305373,5.260942126637753e-124,1.222654387061324e-121
AT1G79680,380.75253172844907,6.314977221961103,0.26643490235260514,23.660083062397604,9.294539750109104e-124,2.1368446709363736e-121
AT3G47780,469.8640108825981,5.234876219361612,0.22168866192546494,23.60469657343612,3.449028026051392e-123,7.845071087766468e-121
AT2G43570,14228.221791292792,7.751883975103939,0.3288039052802181,23.57162614160421,7.535009856536894e-123,1.6958531130801613e-120
AT4G23310,725.1814534380165,8.883593115827713,0.3743377534291037,23.514053911557525,2.92948174646961e-122,6.524505127215285e-120
AT5G19550,1953.316451691239,3.633941916248902,0.1547107136511222,23.48833762218445,5.367055357275299e-122,1.1830207277721977e-119
AT5G42010,501.0551791092794,5.819992560664882,0.2480592462173981,23.448932002832382,1.355490577275788e-121,2.957320819666696e-119
AT5G02490,4538.014122016363,6.732607268680678,0.2881829424274424,23.359691318984442,1.0985535200998934e-120,2.372542708409679e-118
AT3G13100,478.3791610829808,5.890621128348649,0.2520815239627121,23.35432945862025,1.2454041404770755e-120,2.6627985927540354e-118
AT5G44240,1549.8670002561228,3.624938529845514,0.15565942428919094,23.287312268767696,5.960886452719694e-120,1.2618783489663345e-117
AT2G19190,2551.05943022429,9.65819954805065,0.41408209071909224,23.262692180807758,1.0583600994123245e-119,2.21850953779754e-117
AT1G15520,9432.755053779403,9.346269134705379,0.4044574769109848,23.098228863663575,4.823692660056615e-118,1.0013142986861212e-115
AT4G08850,6889.033717052175,4.818376492554196,0.20914190593169235,23.03853617451314,1.916587858300951e-117,3.940246634455061e-115
AT1G36622,1241.5336275737875,7.608280037671889,0.32986746447789533,23.03241444040306,2.2074284990089482e-117,4.494955117839079e-115
AT1G68620,7619.695858501902,9.00314137382076,0.3919733544450423,22.95849116932612,1.2120885056513026e-116,2.4448739942764624e-114
AT1G08050,1322.0429846562927,6.405050253113035,0.27931041970498083,22.924504696415962,2.6472500172255443e-116,5.2897993101214355e-114
AT5G07770,713.0659938724159,4.473433680128017,0.19587253035638694,22.83671776848858,1.980554927873719e-115,3.920948603043332e-113
AT1G13520,1427.485362463773,8.757304417935561,0.3826699407633228,22.820680297461724,2.8581984519824022e-115,5.606526706590435e-113
AT1G19250,990.0085883248627,8.906591702800801,0.38617074337721125,22.797359198479505,4.8702315353439405e-115,9.466401859744435e-113
AT4G26990,345.79796824808346,4.504756300695568,0.19767851924450067,22.782526469732726,6.833430947110874e-115,1.3162665502718702e-112
AT1G73260,25803.22239496548,10.205785658261066,0.44969512883294704,22.688933108687344,5.761834780300426e-114,1.0999445485500304e-111
AT4G30910,1498.517803374512,4.44751556473611,0.19623630357223923,22.66340838099808,1.0290080042767962e-113,1.9470106318090426e-111
AT5G04540,510.65075502531647,2.662755101215058,0.11761733098018463,22.638785219037455,1.799339632288319e-113,3.374708831399697e-111
AT3G55270,1556.0351297884004,3.104358337477665,0.1371652386945784,22.632065386276857,2.0955618924590117e-113,3.896105115014446e-111
AT1G63840,2082.7638935411683,6.636855508215095,0.2933061535731028,22.623009651085287,2.573146250143632e-113,4.74279654951043e-111
AT1G13340,2740.2710055387442,8.03879485973498,0.3568354606669093,22.513873227802534,3.0355731668238113e-112,5.547315374347002e-110
AT1G75170,929.0044669918882,5.413416979820462,0.24089423979129446,22.467831536125786,8.567331139689944e-112,1.5523568398111076e-109
AT3G09940,891.202435018531,6.723985016465566,0.2990826245512993,22.462572749551622,9.643934185245204e-112,1.732747536258216e-109
AT4G23460,1227.1975761610763,3.043661976027888,0.13562200293553495,22.44203056139808,1.5309290591682524e-111,2.727732851173034e-109
AT1G76970,1436.1856794076987,5.133935714078958,0.22885413442555277,22.43115306031904,1.9550421131190516e-111,3.454607885999871e-109
AT3G24503,10092.22610798873,4.75708303510699,0.2121247867186261,22.425726389441465,2.2086125158182603e-111,3.870683950877887e-109
AT5G13320,2759.0900994308254,6.904027731455327,0.3084559702142351,22.375726026794723,6.784443087254583e-111,1.1793347776308151e-108
AT5G61060,770.1545077898284,2.7100712492421124,0.12118434190238611,22.362937151103498,9.036575290136443e-111,1.5581533570839298e-108
AT3G13810,689.9086634451245,2.9787446017431676,0.13373415596004662,22.273260428489067,6.713438555373464e-110,1.1483202380195204e-107
AT3G45860,4407.249562583857,6.397033081301167,0.28722143204957096,22.270242020349365,7.181235852563321e-110,1.2185873314575904e-107
AT3G17420,338.5048322382584,3.869400471208616,0.1739883523627687,22.236439851547445,1.5259398014413035e-109,2.5689857397335837e-107
AT1G30400,2885.560656492554,3.3089914444827384,0.1488233734364483,22.234247579704984,1.6023232392017135e-109,2.6765057169821747e-107
AT2G29990,1261.2830510571882,4.872092188186716,0.21927853197517058,22.21693870449714,2.355917570971274e-109,3.9047964019330855e-107
AT5G01550,515.8094103328219,7.48581261912701,0.33614123143932045,22.20361804318212,3.168895863130715e-109,5.211858649969063e-107
AT4G21400,451.8305337997714,5.013783320737921,0.22584538589419717,22.19405222645994,3.9202773006436297e-109,6.398431218706981e-107
AT5G66640,317.2436572870485,4.668209436570712,0.21048714083737055,22.168373463486137,6.937222792290611e-109,1.1236724281967086e-106
AT1G66465,526.8436944293791,6.504231096439769,0.2938653353985129,22.088012748497146,4.1213087277955156e-108,6.625391120977137e-106
AT4G21540,445.89364020013807,2.5669062138541197,0.11641154509619651,22.04989805899787,9.573914885423373e-108,1.5276110012331128e-105
AT1G77660,502.33039106494516,4.074908555924018,0.1848813301803859,22.038304442760055,1.236830109986048e-107,1.9588640430823476e-105
AT2G45500,452.00053503183375,3.0784218496415785,0.1398053807380293,22.018470569367793,1.9162242187505683e-107,3.0125580897871987e-105
AT3G47480,2606.703771085088,6.534709182427689,0.2968905979530057,22.005926541331238,2.5270329607449794e-107,3.9438315134079124e-105
AT4G37640,1324.59855730277,3.5721063975553875,0.16264965812271856,21.961540224369262,6.718289696505366e-107,1.0408967536302988e-104
AT2G01650,859.288121883534,3.224577727957384,0.14715523490972343,21.912260552381717,1.9848214564093004e-106,3.0530552201069964e-104
AT4G36990,5137.568128538114,5.804603835703166,0.26592071844647874,21.82721677732919,1.2797971237486377e-105,1.954524450204973e-103
AT3G47540,1044.1649570561005,5.164463734211652,0.23666550679235054,21.81860337546222,1.5450621215567434e-105,2.342905902198917e-103
AT4G23160,225.61540944634908,5.983711806857808,0.2738321217912464,21.79850257428883,2.397319798635276e-105,3.609654550325411e-103
AT4G26970,3373.4333431866517,3.266980041194043,0.14991646358718658,21.79191101284321,2.7685313447475697e-105,4.1394383693739706e-103
AT2G17420,1709.148091338781,2.894904412277177,0.13287599520496618,21.786366572113042,3.1248271380763964e-105,4.639717294389683e-103
AT1G60730,970.5476672818687,5.010545011383989,0.230255889965731,21.75751228393257,5.864472536435521e-105,8.647468089760543e-103
AT2G37980,178.79251958454367,6.009567612245207,0.2758673180725218,21.733581769748213,9.878794977130138e-105,1.446702160315202e-102
AT2G18680,345.2026605204409,5.707991762637307,0.2629411358368058,21.68735277889183,2.7008832243877763e-104,3.928407089839119e-102
AT5G48657,1518.2985512903554,6.195301128054767,0.2863190444629481,21.63193273359069,8.993527104859738e-104,1.299260831277068e-101
AT1G67520,467.9986841420813,6.687541040481881,0.30885376736743475,21.621879974505262,1.1182813011862557e-103,1.6046961409841164e-101
AT5G27600,1014.8164012281158,4.456375508802998,0.20615789094705775,21.615062316593367,1.296274423838661e-103,1.8477095637396274e-101
AT3G21080,448.29571157768913,7.195023055334222,0.3324018201478876,21.599088926161937,1.8319275351577646e-103,2.593936597960806e-101
AT3G09520,213.43412402509466,5.77439100108611,0.2668638170435715,21.593835813687576,2.0525020554174738e-103,2.887141213610593e-101
AT4G16960,218.9855672445071,3.8906133804910294,0.18061777736064769,21.535958611774312,7.169586033643023e-103,1.0019145031720358e-100
AT1G77500,676.1170763946385,4.290624545471506,0.19922227703708584,21.5350661587893,7.309015700060398e-103,1.0147666537856583e-100
AT2G44600,159.9124506414262,3.152308000960256,0.1473346501632905,21.392546643752357,1.5676241689121597e-101,2.1624111197103797e-99
AT4G17670,320.71144225687885,5.421908955413004,0.25385300909486685,21.343795465086345,4.4529033912623074e-101,6.10304662875509e-99
AT4G05020,1038.490370938456,5.482014577704032,0.25703773780131917,21.323865592721422,6.818687336651177e-101,9.286009805410115e-99
AT1G76980,842.9125572077071,5.435860770826049,0.25519044613473063,21.29642405227278,1.2252528135260083e-100,1.658046228227822e-98
AT2G21470,692.5517330977808,2.4451623553290083,0.11490485823080474,21.27971683048711,1.749960306311678e-100,2.3532013402044016e-98
AT5G11210,548.3250340661144,9.362012318571365,0.4330340313001561,21.262972913692405,2.5006293771819545e-100,3.34162229459546e-98
AT1G67000,249.51626992677424,5.74911259885884,0.270363332017538,21.236088208485203,4.433057222132316e-100,5.887155060025531e-98
AT3G44400,419.91195705403777,3.7385320666120267,0.1763056301057445,21.203167335747008,8.928092344345967e-100,1.178342854410254e-97
AT1G64610,860.8329326417677,4.129853963509432,0.1947890471862516,21.20037236534056,9.474389490955336e-100,1.2427725258043928e-97
AT1G59610,1179.2613614337527,2.200732381075722,0.1038432892599976,21.192766103264713,1.113592356808473e-99,1.4518120842025586e-97
AT4G27480,143.93087144104732,3.79656554937771,0.17940212819006807,21.152864340905836,2.5968522764011856e-99,3.365048395256591e-97
AT1G10340,1523.6631771291597,6.431986497253701,0.30424683770600136,21.135083261871902,3.785204633799952e-99,4.875389173209444e-97
AT5G44480,507.4388416368074,7.841218283277413,0.3697396512080792,21.132457347902836,4.001699373503294e-99,5.123373311669098e-97
AT2G38860,3552.3238252085125,4.844583013723049,0.23013047697204034,21.050880015857526,2.2447331285906215e-98,2.8568237513331e-96
AT5G04860,492.3964551900319,4.915662893992151,0.23386232250666364,21.01539292780266,4.743005768624247e-98,6.000603925381954e-96
AT1G61420,256.91397066897883,4.950914441195633,0.23651193779886323,20.916504362295502,3.7888933027020544e-97,4.765313394416037e-95
AT3G09840,7038.095012761811,2.160585859394627,0.10345522013683899,20.884250087138813,7.446445041061245e-97,9.310669089060261e-95
AT3G49370,153.79120863850216,4.503457990333056,0.2157153092469284,20.863233283314653,1.1558699549229514e-96,1.43684043640742e-94
AT2G47000,1112.2947331485955,5.764172814746082,0.2765867779535836,20.837235190875838,1.990052083072627e-96,2.4594973172355974e-94
AT4G19370,475.3796254456188,5.924960649118499,0.28441816528687014,20.816288454243903,3.081494422337678e-96,3.7865190944828675e-94
AT2G29460,2341.049472756132,7.618032632069209,0.3658897180435134,20.808973367635264,3.5894922145077805e-96,4.3855390307651916e-94
AT5G43910,605.4520788867868,4.767247346180956,0.2294143292746164,20.776410222911267,7.075549470505076e-96,8.595586547094831e-94
AT3G57460,516.8024953858196,6.958897425457483,0.33515258845393436,20.738742372935043,1.5492324427596387e-95,1.8714202744996517e-93
AT5G02780,709.1994161754046,8.67608544544296,0.41634594623867943,20.728735468802626,1.9073609149565798e-95,2.291083355207114e-93
AT1G01010,480.5016178796018,5.7902910364872495,0.2793893463518749,20.715450667724742,2.513428086522167e-95,3.002212621113433e-93
AT3G06540,505.7037612009111,2.7329741702146215,0.1322270539544231,20.668396027585466,6.66961514189579e-95,7.92239118604855e-93
AT2G27660,1006.5517008259048,7.271697851095419,0.3518110592588782,20.643337950527158,1.12050656448929e-94,1.323621594217984e-92
AT4G38560,387.08429411718487,6.393751907172345,0.3093597591998088,20.62740992531748,1.5577304546771563e-94,1.8299909259039713e-92
AT1G29930,51427.428967677675,-18.62277727619836,0.8923787310406653,-20.554874459603077,6.961007692158933e-94,8.132967511806018e-92
AT1G76040,1396.2297547148337,5.53127385800891,0.26934802878452,20.53315174848646,1.088785917384242e-93,1.265181070630026e-91
AT3G48310,1161.987098522992,4.096882022707458,0.1996685466142156,20.51775751686867,1.4944874852037569e-93,1.7272236173590013e-91
AT4G39670,1137.4277954800998,7.069889691024728,0.34480988701659937,20.487135032725096,2.8041648070083986e-93,3.223432674120783e-91
AT3G04580,351.2539517572827,2.0761401488990687,0.10152054294336568,20.45016658023788,5.9870432081321e-93,6.84539950978997e-91
AT2G29070,272.2325140294929,3.765677289745316,0.18419919828898146,20.44026616773163,7.333813913144751e-93,8.340652940263187e-91
AT5G06960,476.02190777019916,2.959976004095154,0.14497502924773772,20.41640744476137,1.1953834629737956e-92,1.352301260414959e-90
AT3G11080,305.8101624908662,4.844585568758023,0.23725092557565614,20.408987689272855,1.3913660180757339e-92,1.5657261490777509e-90
AT2G01670,3748.8180565174152,4.008530477799205,0.1964869569190472,20.400801335828845,1.6449779518766788e-92,1.8414279366007996e-90
AT1G44130,625.1541961456089,9.469007802457394,0.4585949982548718,20.36120574434429,3.6938098233490745e-92,4.113403532970134e-90
AT3G28580,437.5974072831663,6.3136902525164835,0.3096992890444918,20.35582286603132,4.1227027128117775e-92,4.567228326561068e-90
AT1G79380,2273.0775238577794,3.21405614207722,0.15794897266188182,20.34858022266527,4.7791698099981864e-92,5.267187098328414e-90
AT3G22910,566.250343750038,7.744420087585147,0.3795836084571192,20.344382122001125,5.2064007036303255e-92,5.708618125349743e-90
AT2G29350,23600.356184035674,9.366959242645004,0.460765002488864,20.32515958580029,7.703813207867644e-92,8.403838275378474e-90
AT1G24145,1750.8470522050134,5.241815483572889,0.25894064076818574,20.24115444708072,4.2509457457831873e-91,4.613678730486819e-89
AT2G40270,2036.8024785829616,2.893810671972493,0.14344659320547878,20.173330854487528,1.6793794463556263e-90,1.8134753506328103e-88
AT2G36690,569.2378087441792,9.713105600020121,0.47634925187853594,20.154619607882285,2.4513549339146317e-90,2.6337899418104895e-88
AT3G46080,1748.7592386663162,8.627935282903254,0.4303520758236653,20.009031148317167,4.5949235216619805e-89,4.91220299083274e-87
AT1G64280,1038.7985996094233,2.2475519684667895,0.11234929422964701,20.004913189966825,4.990543393498873e-89,5.308597427681563e-87
AT1G49050,1398.998259896514,3.963117250911043,0.19820271079650706,19.994732466107344,6.1206236840100444e-89,6.478468068703898e-87
AT2G42350,168.33413959654249,6.376424122849464,0.31733781145542883,19.980818282640758,8.088718125016197e-89,8.50585613590301e-87
AT5G67310,295.70851962078495,8.398723185351207,0.41570875246655803,19.980652693443982,8.11559165485344e-89,8.50585613590301e-87
AT1G69520,131.44363947316938,4.520421843072718,0.22604080908389443,19.979399120507033,8.32194463504985e-89,8.679585280097602e-87
AT3G60415,3855.9427351256377,5.952161940601063,0.2981096365955599,19.965062102805824,1.1088987228076071e-88,1.1509399802111382e-86
AT1G78780,349.9244044267501,7.4121310236110185,0.37057046008119005,19.945887912203837,1.6273510090875847e-88,1.680888498806843e-86
AT3G10320,500.52258065330926,7.6304540278085655,0.38112041867088403,19.928261128796386,2.314652959242806e-88,2.3793074481524246e-86
AT5G17330,352.78842466363716,6.795573912733841,0.3408635980316963,19.902304195244206,3.8864506511822097e-88,3.975894802532384e-86
AT3G02740,503.73672441937475,2.0611996640351404,0.10368649255477962,19.878997996842422,6.185684307361923e-88,6.297910294081204e-86
AT3G54420,177.99222254434966,5.288808056915181,0.2662235134862842,19.831218171839314,1.6011474137649413e-87,1.6224707513605787e-85
AT4G36210,1933.270527481401,1.9933580279343757,0.10062341249538549,19.810022410875447,2.4397550354955834e-87,2.4605850195250504e-85
AT2G18660,2019.8973596999515,6.025953707287305,0.3045918592901314,19.777040170603854,4.694495060696185e-87,4.712347365856579e-85
AT3G14470,451.91297294215735,4.045249880265953,0.2045614370918313,19.77293913982429,5.092122497152841e-87,5.087601453814247e-85
AT1G66920,764.5479632362288,5.299416079794454,0.2685210935477864,19.731862001544233,1.1486080415748019e-86,1.1422506296237599e-84
AT3G22600,11591.857667683731,8.991626284686204,0.4561742919626165,19.70580140117166,1.9227381719374674e-86,1.9032437432497681e-84
AT4G35380,325.4412233548184,7.8616294562726114,0.3969579725993344,19.699309176778808,2.185821098897303e-86,2.153688521452684e-84
AT5G48410,410.52120119852606,8.635279052841934,0.43334771795352006,19.680111632971677,3.192983233488683e-86,3.1316135098725473e-84
AT2G33110,353.62912027680665,4.5168730960754875,0.22969018946137054,19.66102028972889,4.652751616621704e-86,4.542487776940121e-84
AT2G13810,756.2904004357981,7.363161920182827,0.3725397333619041,19.655302536805202,5.207754020902416e-86,5.061226760041571e-84
