gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT2G42950,231.7777995217934,3.0539503018764664,0.12372859066490198,24.6826564940643,1.642319793728825e-134,1.0973262346786253e-131
AT5G49680,345.18046254134003,4.297692187839063,0.1750899262569879,24.545627950811593,4.815854818377478e-133,3.120236117325117e-130
AT5G60280,368.2494354736518,4.535926811158557,0.18507922530375348,24.508027865980953,1.212964354007708e-132,7.627762015599649e-130
AT5G13080,1093.059053549466,8.751106457731897,0.3586383147284213,24.400924548060818,1.6719705020277068e-131,1.0213828943958398e-128
AT1G66465,526.8436944293791,7.434428887334237,0.30478365313982564,24.39247909376407,2.055232788912641e-131,1.2206370072150325e-128
AT5G51630,435.64666551632627,3.4742573039096247,0.14307500421475214,24.2827691879348,2.9813470400611702e-130,1.7228157044202131e-127
AT2G13810,756.2904004357981,9.332496273092831,0.3858771986371904,24.185145704520973,3.188683873181674e-129,1.7941381550657202e-126
AT1G66700,1117.9918777344876,8.672447935770446,0.35880790112990335,24.170169911143233,4.582777087708552e-129,2.512419408007604e-126
AT3G10500,701.4379013578637,3.955398900344177,0.16400751993933954,24.11718012568653,1.6508256141027663e-128,8.824075613782812e-126
AT5G53110,972.1909485862589,7.8662751401439905,0.3272369871112063,24.03846585187744,1.1020992553784027e-127,5.747313214450153e-125
AT2G43000,872.3428950573716,7.577066973465475,0.31612415657689574,23.968642749458432,5.906882886266148e-127,3.0070253093156315e-124
AT2G18660,2019.8973596999515,7.702991236505338,0.3216958461592252,23.94495088597662,1.042998620346813e-126,5.186128721310514e-124
AT1G30900,2043.8122444507646,6.728795811770277,0.2819719684979884,23.863350132331615,7.36028292504804e-126,3.576595664101185e-123
AT4G36210,1933.270527481401,2.5184043687756974,0.10603013073442841,23.751780284827674,1.0531698720437566e-124,5.003961118703902e-122
AT1G65690,2504.8687609255435,8.101548030593891,0.3417133989713173,23.708605091232954,2.9393051825612824e-124,1.3662018284422342e-121
AT5G63680,1763.1938880258162,3.7961332429040606,0.16042381033417363,23.663153462048175,8.642113545550048e-124,3.931426164200118e-121
AT2G13790,2154.2661419784768,3.705827928284562,0.15679198203087596,23.635315277504425,1.6712749699117407e-123,7.44448544410061e-121
AT3G63380,1496.8740028145687,6.350115890469399,0.2688030994515665,23.623670647494066,2.2017104689201944e-123,9.607096231833198e-121
AT5G25910,334.2384156643947,6.673198317224449,0.2842430921573183,23.477081770314665,6.994155778515951e-122,2.990840894008991e-119
AT1G66880,3850.257258731104,5.0256156661405775,0.21654824480310905,23.207833758754266,3.7951458025969865e-119,1.5910590667711014e-116
AT2G39210,5206.309976185053,6.373652767240695,0.27507026969422543,23.170998357349912,8.930718785886788e-119,3.672071122327796e-116
AT4G23470,4787.635082691719,3.9232705757431536,0.1698495598359015,23.098503049013395,4.793182937041181e-118,1.9336423467335374e-115
AT1G79680,380.75253172844907,6.380958820401165,0.27633795696290114,23.091141334803385,5.68328689389045e-118,2.2502658718198465e-115
AT1G26390,5332.406842553988,8.13461232423089,0.35425534274601855,22.962567794109336,1.1035878611144237e-116,4.290147646997726e-114
AT2G41380,285.0085673824177,6.709058477232249,0.29246216376522216,22.93991944413717,1.8577339767330975e-116,7.092894670808993e-114
AT5G66640,317.2436572870485,5.006096051722923,0.21889119319689665,22.87024881453247,9.190766249841542e-116,3.4475047927695087e-113
AT4G23310,725.1814534380165,8.84224306568783,0.3870384179065831,22.845905358733724,1.6049935733511307e-115,5.916615102038022e-113
AT1G74360,1683.5784324631368,6.153077742501313,0.2698602587701415,22.800977700619157,4.483861119118595e-115,1.6249056709809268e-112
AT5G13320,2759.0900994308254,7.404161591972402,0.32659118653771946,22.67103919877906,8.652735610975675e-114,3.0834023349711822e-111
AT1G36622,1241.5336275737875,7.855121332441688,0.3467879200522723,22.651081188922795,1.361296313440833e-113,4.7714551602751555e-111
AT4G04490,1829.1075391615736,6.689194670670554,0.29672977319995775,22.543051876910567,1.571074875159447e-112,5.417927726739377e-110
AT1G32940,1352.4259219981177,4.962156361062821,0.22231730766063262,22.320153177806347,2.3548161138945114e-110,7.991797354155325e-108
AT2G31865,1843.6057863542114,5.5827513110024745,0.25075384233242803,22.263871448882284,8.278073934893314e-110,2.7655234187805305e-107
AT1G65500,1008.7139105381488,7.301377298906869,0.3286971165098332,22.21308594500081,2.566882461667275e-109,8.443463678908924e-107
AT1G26420,1090.7211524867134,7.465888502771312,0.33891785808906494,22.028607594968737,1.53210884254029e-107,4.963336236720294e-105
AT4G21840,696.4620004930024,8.389830896934267,0.3816945329753292,21.98048484356087,4.4270897539458507e-107,1.4127702392405408e-104
AT3G09940,891.202435018531,6.910564636385409,0.3144559886598038,21.976253865725063,4.859444538511425e-107,1.5279379952634233e-104
AT4G36990,5137.568128538114,6.172554336146876,0.2821810587024943,21.87444601891103,4.550039831274173e-106,1.4099188642387408e-103
AT2G17760,1094.7688595166665,3.2455635818923496,0.14860199219244574,21.84064650821915,9.539588053481212e-106,2.913799031021168e-103
AT1G61420,256.91397066897883,5.346113021188587,0.24507714965942984,21.814000320379865,1.7086368192458797e-105,5.14540335666143e-103
AT5G64810,586.0734431953405,7.20224642085044,0.3302202045354816,21.810435345656057,1.8471033135601642e-105,5.485127214893038e-103
AT4G18250,640.6761749706673,6.60738037006942,0.3031230978360415,21.797680273257612,2.4407698997177097e-105,7.148780989844431e-103
AT2G45220,7082.488222710991,8.390288010161173,0.38498254645825725,21.79394387446838,2.6483110076314605e-105,7.65182941272544e-103
AT1G60730,970.5476672818687,5.284790248568927,0.24301086568802904,21.747135600732364,7.352971820996773e-105,2.09618520672976e-102
AT1G67800,1213.5707518120655,3.3561891103071853,0.15461502604531993,21.70674607863428,1.7716501353710465e-104,4.984164676890571e-102
AT4G23700,1515.9742895762606,7.829648127010999,0.36309158987326834,21.563837735112013,3.9265746650149954e-103,1.0903128949699432e-100
AT5G06960,476.02190777019916,3.273426552876154,0.15184425165961227,21.557790414181508,4.474666863420938e-103,1.2265750282923473e-100
AT3G12220,209.23906519188884,5.559929647745937,0.2582098456560962,21.53260125933029,7.708328182346459e-103,2.0862248717310084e-100
AT3G47480,2606.703771085088,6.772206190812225,0.3145622055486131,21.528988770285167,8.333205148215106e-103,2.2271532409248397e-100
AT3G13380,1194.9061276112704,5.105331381708851,0.23716871465118758,21.526158663959716,8.857852726741678e-103,2.338145051240294e-100
AT1G24145,1750.8470522050134,5.893769849695651,0.27403883659036854,21.507060543048574,1.3371358533620033e-102,3.486500204967438e-100
AT1G61140,934.296820051786,2.5641121304122563,0.11936061768572358,21.482061505106834,2.2910982996644952e-102,5.901924427123684e-100
AT5G51465,1073.2542008117596,8.840849929191378,0.4119921759952837,21.458781123291487,3.780856463220553e-102,9.623630004776028e-100
AT4G14630,2560.184096743417,8.708188748826371,0.40604844937331497,21.44618151421677,4.957136428911664e-102,1.2469239292536505e-99
AT3G01420,8196.321365273408,8.91158951403911,0.4159298621971876,21.42570256187623,7.696495679461951e-102,1.9134741177043717e-99
AT1G16420,208.09777704933464,7.576242183865386,0.3536924286636803,21.420425120463907,8.619864496670662e-102,2.1184060092335105e-99
AT2G24180,3224.231804989838,3.643035398376801,0.17068943367576078,21.343063363236997,4.523183441332982e-101,1.0989793768084145e-98
AT2G20560,539.2714384545471,4.465430473884934,0.2092315124417789,21.342055132003562,4.6217864931798954e-101,1.110319292254824e-98
AT4G23160,225.61540944634908,6.019422385013346,0.28221046985060655,21.329550204851866,6.038571810092445e-101,1.4345633763509618e-98
AT4G27480,143.93087144104732,3.9187116903546397,0.18376225692994008,21.324899660155243,6.669653101426115e-101,1.567075307270239e-98
AT3G47780,469.8640108825981,4.938623198014173,0.23297739726683472,21.197864067293388,9.992989749446202e-100,2.322392541662057e-97
AT4G12120,938.1722371291552,3.6701016840066183,0.17344064676141824,21.160562720082236,2.2057451310187347e-99,5.071079209280813e-97
AT5G60950,391.81194625498136,4.849878551901766,0.22986842762069154,21.098497962950375,8.210295241059117e-99,1.867492793075372e-96
AT1G13520,1427.485362463773,8.470015018812303,0.40235256689778354,21.051226500473863,2.2283833970977035e-98,5.015270043510105e-96
AT4G38560,387.08429411718487,6.774209181716444,0.322056171213972,21.034247399084006,3.187912887102032e-98,7.1000797332425576e-96
AT1G34180,214.8618176248144,6.214455286285829,0.2957451811755091,21.012870815291084,5.001763500522004e-98,1.1025021175738244e-95
AT3G25610,3066.9037888227977,5.330542190037949,0.25372661331382185,21.008999097169465,5.426652243251916e-98,1.1839515470711144e-95
AT5G48657,1518.2985512903554,6.359760263324315,0.30283916398394173,21.000455091936345,6.496034116155657e-98,1.4029465195709507e-95
AT1G64280,1038.7985996094233,2.4743183783345812,0.11840394119844766,20.897263666144088,5.670362878798151e-97,1.2123802871158328e-94
AT3G11080,305.8101624908662,5.170366469509051,0.24743096378669038,20.896198238012,5.798317765284757e-97,1.2274636845500334e-94
AT2G46150,187.82055040657085,6.728594997385138,0.3225709449564499,20.859271743441003,1.2556897062961777e-96,2.6321472166978994e-94
AT2G01650,859.288121883534,3.241463243864445,0.15543426761593465,20.85423821646482,1.3950193248983039e-96,2.895816328703945e-94
AT3G09520,213.43412402509466,5.7366575661216785,0.2755621140545153,20.818019871145196,2.97215927035456e-96,6.110359361485659e-94
AT5G26170,361.1650185179682,6.296273545238175,0.303282521632937,20.760423354889397,9.869342962611352e-96,2.0096802084151743e-93
AT5G02490,4538.014122016363,6.346733009593347,0.3058211865809018,20.75308477005855,1.149727915055177e-95,2.3190879765844095e-93
AT3G28580,437.5974072831663,6.699698205720595,0.3234957551359664,20.710312575522632,2.7963617796996126e-95,5.58775805717359e-93
AT3G47540,1044.1649570561005,5.172468166000621,0.25014106130696295,20.67820508546247,5.4428578992101845e-95,1.0775346735464162e-92
AT2G18680,345.2026605204409,5.664855706644082,0.2746338667069336,20.626937873940886,1.5730081254621745e-94,3.0855492413308946e-92
AT2G25297,206.80060507574876,6.809581118542289,0.3309830303015784,20.573807401357325,4.7117736728632393e-94,9.158402990862629e-92
AT3G54420,177.99222254434966,5.605465433459349,0.27392634622818696,20.463403796836204,4.5638325713975795e-93,8.790928307121769e-91
AT2G16900,1740.6919497579931,4.103679254142849,0.20084887107143282,20.43167697309763,8.744654000229625e-93,1.6693700640974073e-90
AT1G76970,1436.1856794076987,4.940327624952539,0.24230434888852587,20.388935021654845,2.0966020404768137e-92,3.967030816587146e-90
AT3G51440,778.2455672504136,6.472955586815197,0.31760988714973687,20.380208075082777,2.5058778296378017e-92,4.699839813639109e-90
AT1G68620,7619.695858501902,8.482272269661015,0.41648450609695986,20.36635732059213,3.3251043360144703e-92,6.182091809419599e-90
AT2G35980,4566.290970396726,8.70475912435821,0.42752537788309775,20.360800959840176,3.724453025009392e-92,6.864873286872913e-90
AT1G64610,860.8329326417677,4.189414387614694,0.20580140153210674,20.356588227418417,4.058817494667324e-92,7.4172287908959025e-90
AT1G13340,2740.2710055387442,7.690069735166184,0.37800479866614256,20.343841565773683,5.264111383683355e-92,9.538302160553712e-90
AT2G45500,452.00053503183375,2.9914635871883775,0.14723421339320528,20.317720441778995,8.964334479613706e-92,1.610642315198493e-89
AT1G77660,502.33039106494516,3.9586800990788293,0.19485859310030182,20.315655758846273,9.349309838361959e-92,1.665813280450142e-89
AT2G27660,1006.5517008259048,7.5260361070939865,0.3706394180068077,20.305546958731064,1.1485824950798497e-91,2.0295737460580384e-89
AT5G01550,515.8094103328219,7.11154081704424,0.3507946315420027,20.272661487958757,2.2419776960175774e-91,3.9291577966026085e-89
AT3G07570,410.4883270392963,2.8523522974998152,0.14106319380052335,20.220386485317427,6.477372509552053e-91,1.1259569237945728e-88
AT2G28710,158.1862080222308,6.337766591486897,0.31379185111192287,20.19735875558588,1.0327532437560029e-90,1.7807497665118627e-88
AT1G75170,929.0044669918882,5.1365879389212115,0.2545928324619323,20.175697364493768,1.6008975264350094e-90,2.738303201016555e-88
AT3G10320,500.52258065330926,8.009284379237524,0.3971073855930964,20.169064262744257,1.8306976153896162e-90,3.106519501162332e-88
AT2G38860,3552.3238252085125,4.9230449987402665,0.244125021259347,20.16608118800839,1.944501560926411e-90,3.2736525885171336e-88
AT2G19190,2551.05943022429,8.812611060199774,0.4371942298608508,20.157198925074177,2.3268724662309695e-90,3.8867859531628406e-88
AT2G44180,1129.0824761861727,3.183278539930334,0.15797043634547644,20.151103039106648,2.631840666736896e-90,4.362122891124153e-88
AT2G42350,168.33413959654249,6.525926623023844,0.3240520712281476,20.138512302330852,3.393776842217296e-90,5.581718666419077e-88
AT5G46500,428.73506429304996,4.816422190325403,0.23987577713706654,20.078818494346216,1.130517159281164e-89,1.8451593421824863e-87
AT4G26990,345.79796824808346,4.15918564984913,0.2079426931612624,20.00159556760008,5.333848804603145e-89,8.639622825092412e-87
AT2G29990,1261.2830510571882,4.634154704977358,0.23215975630448302,19.961059482245297,1.2013806610737647e-88,1.9313323243923432e-86
AT5G42010,501.0551791092794,5.204710587741161,0.26105459686388505,19.93724933506886,1.934117918478704e-88,3.086072777238296e-86
AT1G08050,1322.0429846562927,5.888276172313437,0.2954566526108152,19.92940798686181,2.2622207432598842e-88,3.582854941602932e-86
AT1G58225,1325.1867244945422,7.280020485077462,0.3653045016092164,19.928636118657103,2.2973770917313715e-88,3.611780852816798e-86
AT1G30755,727.2763761562691,3.9308741561004994,0.19755104956121508,19.898017068658703,4.233483501925892e-88,6.607015383553102e-86
AT4G16260,11390.656590540413,7.774435427672048,0.39084633007683445,19.89128419382552,4.841914048488856e-88,7.501809005126104e-86
AT3G17420,338.5048322382584,3.6414522747419165,0.18307828663366707,19.89013739258074,4.9539149664448885e-88,7.620119129320731e-86
AT3G15536,1604.1493249862363,8.73849706544148,0.4394976735101386,19.88291996098563,5.720572825742636e-88,8.736540541943093e-86
AT2G44290,2421.8785502469277,5.392608113646776,0.2712729729206918,19.87889930790612,6.197862109479567e-88,9.398332607289548e-86
AT2G04100,955.4692229097635,6.200473758277821,0.3123140486352192,19.85332963846251,1.031351375326864e-87,1.5529101236523718e-85
AT3G45860,4407.249562583857,6.029625175130342,0.3048996083066907,19.77577212583788,4.814016284887428e-87,7.197795957145322e-85
AT1G69810,281.745012609632,5.60489226768785,0.284287794076192,19.715557208149722,1.585602218935085e-86,2.35428896132299e-84
AT2G20320,489.1317264790623,2.6791552197252892,0.13631083330895,19.654749037099307,5.264866244222807e-86,7.763317597774333e-84
AT1G32350,1136.4503974606375,9.156092462884319,0.46687968783810246,19.61124611199477,1.239574192271611e-85,1.815296972942419e-83
AT5G11210,548.3250340661144,8.795410813722185,0.44878112476425175,19.598441931670997,1.5943109607244816e-85,2.3189090238945677e-83
AT1G15520,9432.755053779403,8.426512617556988,0.4300370677375705,19.594851815656167,1.710829152924577e-85,2.47157014315408e-83
AT4G39670,1137.4277954800998,7.131981143219809,0.3641553692406506,19.584995157675866,2.0762634795028774e-85,2.979368419815505e-83
AT2G36580,2890.2734684798656,3.8641228683630797,0.19772163697832196,19.54324740284615,4.708883824554171e-85,6.712043003519515e-83
AT5G24110,796.8149404364141,7.602570157669814,0.38921510152893707,19.533081136381817,5.746544523908186e-85,8.136878706336485e-83
AT3G21220,646.6550599562654,2.4291420505168193,0.12441585224340898,19.52437737406975,6.814246692905911e-85,9.58522424611982e-83
AT2G29460,2341.049472756132,7.570791986231142,0.38780571985086604,19.52212563843193,7.121308326709076e-85,9.951679302834429e-83
AT4G19370,475.3796254456188,5.828298380119841,0.2987879669717912,19.506469551600432,9.6736638750237206e-85,1.3430688786485857e-82
AT5G55130,381.2922755107725,2.3149931018265804,0.1187506637131659,19.49456979388585,1.220768471019892e-84,1.6839516567016973e-82
AT5G66690,1647.562701946225,9.017353417820427,0.46358546416912144,19.451329074741633,2.839743938860793e-84,3.892087510050168e-82
AT5G15870,1319.9505479508157,3.955948230913821,0.20344629938707326,19.444680207170077,3.232840582054794e-84,4.402634680567742e-82
AT5G43910,605.4520788867868,4.706225528087634,0.24205297686838237,19.442956616256243,3.343314093098555e-84,4.5242657357303935e-82
AT1G76980,842.9125572077071,5.232193673068403,0.26967833703317545,19.401609082248033,7.47933429917164e-84,1.0057587839659674e-81
AT5G42830,1231.4575306890529,6.741737354851162,0.34845960502316925,19.347256490183135,2.1498540718005987e-83,2.872876869323037e-81
AT2G17420,1709.148091338781,2.7244584107889693,0.14082905233379647,19.345854890306235,2.2091065577551893e-83,2.933720951016379e-81
AT2G29350,23600.356184035674,9.500061334926944,0.49125461051618885,19.3383657507961,2.554429917842915e-83,3.37137444897527e-81
AT1G01340,1472.6817780750152,5.158150616904015,0.26734904490809885,19.293693825153284,6.067907241258318e-83,7.959381884990434e-81
AT4G37640,1324.59855730277,3.315331775493982,0.1723627312491106,19.234620799216938,1.89927249290773e-82,2.476118607979279e-80
AT1G66960,1130.8701168647237,8.1511465417863,0.42570729570128224,19.14730290999274,1.0193097468421685e-81,1.3208401028625702e-79
AT1G09932,7966.858261622098,7.780299593619447,0.40644561453307343,19.142289436576874,1.1222864388435507e-81,1.4455184547538527e-79
AT1G21390,673.6555535883479,4.7471182183683185,0.24807524373420908,19.135799876324782,1.2711338518836029e-81,1.6274319094085815e-79
AT4G05020,1038.490370938456,5.193122291972095,0.2719811505918318,19.093684546417446,2.8494453631158524e-81,3.62642805409405e-79
AT4G08850,6889.033717052175,4.238367885508398,0.222023200106298,19.089752257778446,3.0722290302023277e-81,3.886824194955974e-79
AT2G41835,336.0294578102502,3.8918967145154655,0.20404267480120528,19.07393499084083,4.1580674302687225e-81,5.22962586626915e-79
AT4G04510,264.68185289717445,7.7971835056514935,0.4088075002458833,19.072995238496755,4.233477429902095e-81,5.2933322180547773e-79
AT1G67520,467.9986841420813,6.172635784138799,0.323993141384483,19.05174831097343,6.354410398975813e-81,7.899049345378014e-79
AT2G24360,2582.754275530907,2.770640093149696,0.14557894211109373,19.03187406757891,9.287122377603308e-81,1.1477916968528111e-78
AT5G01610,264.46577872534004,4.125372796544345,0.21693654974563775,19.016494921586165,1.2453584009527738e-80,1.5302878144121411e-78
AT1G24150,845.8040024935997,4.174291304855397,0.21979068454925874,18.992121132958523,1.9816025421280495e-80,2.4210653687565615e-78
AT3G06860,1390.9201370348144,2.49971846940985,0.13183656701393662,18.96073696416565,3.6006346603217236e-80,4.374157367746521e-78
AT1G67000,249.51626992677424,5.343096325251314,0.28222701895057206,18.931909301664273,6.226419919378063e-80,7.521304197526688e-78
AT4G17670,320.71144225687885,5.036953567482329,0.2663896186402228,18.908220197143176,9.759547828567634e-80,1.1722971467562055e-77
AT3G46080,1748.7592386663162,8.600806462735536,0.45523773627666897,18.892999805069827,1.3023059634240229e-79,1.5555644583222924e-77
AT1G29930,51427.428967677675,-19.38092018635555,1.0265368713696197,-18.879906535161528,1.6688109534426598e-79,1.9822692775309725e-77
AT2G29070,272.2325140294929,3.647515112006734,0.1933746986624574,18.86242169857808,2.3233079137055376e-79,2.7444556078971324e-77
AT4G32870,356.0688578889436,5.090962725745066,0.27071076726831494,18.805911479313856,6.75510562255809e-79,7.935764467907391e-77
AT3G13100,478.3791610829808,4.994387072855201,0.26575785251330136,18.7929990614491,8.616922886510978e-79,1.0067673674125204e-76
AT3G48640,249.60368801690012,6.195518662882464,0.32974475446186646,18.788831600955607,9.320898096423452e-79,1.0830984902153795e-76
AT4G37150,704.7121649901188,6.067772611922324,0.3235262593589287,18.755116273855762,1.7583275989161536e-78,2.032151480671691e-76
AT1G35230,2165.5126742625625,7.243863759956809,0.38731330834829414,18.70285271334574,4.692574541790919e-78,5.394190122474819e-76
AT5G61060,770.1545077898284,2.4019988253474547,0.12846401642398853,18.697833776423334,5.155706151052685e-78,5.894874503511095e-76
AT3G14470,451.91297294215735,4.030552092788874,0.21561352949175264,18.693409927891583,5.601564764375127e-78,6.370588097186414e-76
AT3G09960,247.38604720891388,8.204150777750153,0.43915446936739483,18.68169710208868,6.97654125854625e-78,7.892350722168115e-76
AT1G63840,2082.7638935411683,5.8052410622131685,0.31098937646088926,18.66700762668415,9.185736278562466e-78,1.0336854072207583e-75
AT5G48410,410.52120119852606,8.346320188079723,0.4499645779771363,18.548838278785176,8.333364268983793e-77,9.328568661525785e-75
AT1G10340,1523.6631771291597,5.9644738983990955,0.3223508821265393,18.503048166183497,1.95120018001105e-76,2.17284432545918e-74
AT5G16080,91.57064732114091,4.686862087963607,0.25338474869207117,18.4970173309814,2.1822128301990935e-76,2.4175073845848094e-74
AT1G69520,131.44363947316938,4.323039837361847,0.23409290300497385,18.467197347157484,3.792705831322952e-76,4.179991926779177e-74
AT5G04920,901.7565898013721,2.127440706464505,0.11563464001889356,18.39795329597517,1.3642101581242538e-75,1.495803968761778e-73
AT1G77500,676.1170763946385,3.8745420180357155,0.21087458893184258,18.373679055697025,2.1344092570825744e-75,2.3283573635552306e-73
AT4G21800,587.6553221694654,2.776119383598099,0.15130685084236872,18.347611943164797,3.4494346681505526e-75,3.743774753285633e-73
AT4G18253,970.90583365215,5.76559819768545,0.3142846963663112,18.34514459134026,3.6096507511737456e-75,3.8978758944871646e-73
AT1G44130,625.1541961456089,8.766294436514166,0.4784840639174391,18.320974714900352,5.629549691865081e-75,6.048512661395341e-73
AT1G73260,25803.22239496548,8.753168376743174,0.47924984532143494,18.264311323611146,1.5920888813094119e-74,1.7020226185638267e-72
AT5G08790,2130.727350332508,3.90701561263647,0.2139449646104994,18.26177876983197,1.6676857905404757e-74,1.7739696461465626e-72
AT2G04880,513.8641047838175,1.6494855666391688,0.0903347090953932,18.259709730147208,1.7320951609802398e-74,1.8333627047979457e-72
AT5G02780,709.1994161754046,7.961930352729046,0.43636979955055505,18.245832688076817,2.233080447727513e-74,2.3519947316680765e-72
AT2G05840,1066.651680594512,1.9518584589283354,0.10710347336510967,18.224044446014936,3.326354753623263e-74,3.486313283687205e-72
AT2G04495,439.20732613001667,6.555612542431911,0.3601518914065686,18.202354892068037,4.943615809453646e-74,5.1560707132648e-72
AT1G01560,912.6047647546985,5.807752661225483,0.3201830850573487,18.138849090623395,1.5729057097334627e-73,1.6325386883403478e-71
AT2G30550,9082.095455659302,5.326099858346064,0.2939360133313688,18.11992956556053,2.218788758185677e-73,2.263164772108118e-71
AT3G13910,372.2082830528474,4.590280019564403,0.25332909853943664,18.119829289369292,2.2228361729699488e-73,2.263164772108118e-71
AT4G21400,451.8305337997714,4.324925003250627,0.2386770759767276,18.120403836656404,2.199745242164536e-73,2.263164772108118e-71
AT4G23215,819.4478690596842,7.517191367376005,0.4148560255991908,18.120000442367125,2.2159324138451128e-73,2.263164772108118e-71
AT5G44480,507.4388416368074,6.998776985867796,0.3870964400061992,18.080189489099183,4.565105236399629e-73,4.6259011876521544e-71
AT4G28390,1735.356321380376,6.405584367190475,0.35481453725518175,18.05333123254641,7.427288784316675e-73,7.490701014031833e-71
AT2G04070,178.0678215161054,6.495945762160033,0.3598346383181164,18.052586022630788,7.528193939185295e-73,7.556822282334309e-71
AT3G07520,504.2126684428552,4.788107040710288,0.26545990851597207,18.03702512924734,9.977230935024123e-73,9.968372645876205e-71
AT1G76040,1396.2297547148337,5.147652354932309,0.2854912506578536,18.030858539694805,1.1154615740732813e-72,1.1092876239656197e-70
AT2G44420,295.2846165722239,2.572122248103915,0.14289934177583577,17.999538809204367,1.9644796864572619e-72,1.9445620451917924e-70
AT4G00550,470.88668563885614,2.7546254186115067,0.15315464685074193,17.985908199677734,2.512384145323442e-72,2.4754509406064754e-70
AT3G60415,3855.9427351256377,5.691762084238208,0.31660712475323727,17.977365761033813,2.930905331458867e-72,2.874572793207433e-70
AT1G51800,918.8078033731963,7.313539818507702,0.4069167576094565,17.97306127541438,3.167439137156955e-72,3.092375168564057e-70
AT1G57630,1281.0199199861581,7.242342173883283,0.40333348975154437,17.95621330215997,4.29101483803767e-72,4.17028128418561e-70
